Creating 1000 new traders and sending orders:
Received: 1000 messages

Order Book(BTC -> ETH)
Entries: 1000, Bids: 496, Asks: 504
{'q': 2000, 'p_low': 94, 'p_high': 119, 'u_max': 481, 'order_type': 'sell', 'order_id': 'Trader0:1'}
{'q': 1443, 'p_low': 86, 'p_high': 111, 'u_max': 485, 'order_type': 'buy', 'order_id': 'Trader637:1'}
{'q': 1904, 'p_low': 95, 'p_high': 117, 'u_max': 434, 'order_type': 'buy', 'order_id': 'Trader641:1'}
{'q': 1783, 'p_low': 91, 'p_high': 115, 'u_max': 414, 'order_type': 'buy', 'order_id': 'Trader645:1'}
{'q': 1133, 'p_low': 98, 'p_high': 111, 'u_max': 414, 'order_type': 'buy', 'order_id': 'Trader649:1'}
{'q': 1080, 'p_low': 81, 'p_high': 113, 'u_max': 473, 'order_type': 'buy', 'order_id': 'Trader653:1'}
{'q': 1125, 'p_low': 92, 'p_high': 116, 'u_max': 422, 'order_type': 'buy', 'order_id': 'Trader657:1'}
{'q': 1832, 'p_low': 89, 'p_high': 115, 'u_max': 449, 'order_type': 'buy', 'order_id': 'Trader661:1'}
{'q': 1600, 'p_low': 96, 'p_high': 120, 'u_max': 404, 'order_type': 'buy', 'order_id': 'Trader665:1'}
{'q': 1356, 'p_low': 96, 'p_high': 114, 'u_max': 423, 'order_type': 'sell', 'order_id': 'Trader669:1'}
{'q': 1300, 'p_low': 94, 'p_high': 104, 'u_max': 422, 'order_type': 'sell', 'order_id': 'Trader673:1'}
{'q': 1757, 'p_low': 94, 'p_high': 112, 'u_max': 434, 'order_type': 'buy', 'order_id': 'Trader677:1'}
{'q': 1602, 'p_low': 86, 'p_high': 101, 'u_max': 500, 'order_type': 'sell', 'order_id': 'Trader681:1'}
{'q': 1390, 'p_low': 84, 'p_high': 117, 'u_max': 430, 'order_type': 'buy', 'order_id': 'Trader685:1'}
{'q': 1169, 'p_low': 92, 'p_high': 113, 'u_max': 410, 'order_type': 'buy', 'order_id': 'Trader689:1'}
{'q': 1349, 'p_low': 83, 'p_high': 110, 'u_max': 447, 'order_type': 'sell', 'order_id': 'Trader693:1'}
{'q': 1617, 'p_low': 84, 'p_high': 120, 'u_max': 452, 'order_type': 'sell', 'order_id': 'Trader697:1'}
{'q': 1650, 'p_low': 91, 'p_high': 120, 'u_max': 488, 'order_type': 'sell', 'order_id': 'Trader701:1'}
{'q': 1196, 'p_low': 90, 'p_high': 115, 'u_max': 470, 'order_type': 'sell', 'order_id': 'Trader705:1'}
{'q': 1417, 'p_low': 88, 'p_high': 106, 'u_max': 431, 'order_type': 'buy', 'order_id': 'Trader709:1'}
{'q': 1599, 'p_low': 91, 'p_high': 116, 'u_max': 405, 'order_type': 'buy', 'order_id': 'Trader713:1'}
{'q': 1328, 'p_low': 92, 'p_high': 110, 'u_max': 452, 'order_type': 'sell', 'order_id': 'Trader717:1'}
{'q': 1694, 'p_low': 90, 'p_high': 119, 'u_max': 493, 'order_type': 'sell', 'order_id': 'Trader721:1'}
{'q': 1084, 'p_low': 83, 'p_high': 104, 'u_max': 446, 'order_type': 'sell', 'order_id': 'Trader725:1'}
{'q': 1691, 'p_low': 85, 'p_high': 117, 'u_max': 481, 'order_type': 'buy', 'order_id': 'Trader729:1'}
{'q': 1874, 'p_low': 83, 'p_high': 108, 'u_max': 450, 'order_type': 'buy', 'order_id': 'Trader733:1'}
{'q': 1614, 'p_low': 94, 'p_high': 102, 'u_max': 500, 'order_type': 'buy', 'order_id': 'Trader737:1'}
{'q': 1726, 'p_low': 85, 'p_high': 111, 'u_max': 497, 'order_type': 'buy', 'order_id': 'Trader741:1'}
{'q': 1065, 'p_low': 97, 'p_high': 116, 'u_max': 452, 'order_type': 'buy', 'order_id': 'Trader745:1'}
{'q': 1293, 'p_low': 92, 'p_high': 119, 'u_max': 457, 'order_type': 'buy', 'order_id': 'Trader749:1'}
{'q': 1520, 'p_low': 98, 'p_high': 111, 'u_max': 452, 'order_type': 'buy', 'order_id': 'Trader753:1'}
{'q': 1756, 'p_low': 80, 'p_high': 114, 'u_max': 495, 'order_type': 'buy', 'order_id': 'Trader757:1'}
{'q': 1203, 'p_low': 82, 'p_high': 111, 'u_max': 440, 'order_type': 'buy', 'order_id': 'Trader761:1'}
{'q': 1260, 'p_low': 99, 'p_high': 110, 'u_max': 456, 'order_type': 'sell', 'order_id': 'Trader765:1'}
{'q': 1543, 'p_low': 89, 'p_high': 107, 'u_max': 424, 'order_type': 'buy', 'order_id': 'Trader769:1'}
{'q': 1491, 'p_low': 88, 'p_high': 119, 'u_max': 409, 'order_type': 'sell', 'order_id': 'Trader773:1'}
{'q': 1952, 'p_low': 81, 'p_high': 110, 'u_max': 468, 'order_type': 'sell', 'order_id': 'Trader777:1'}
{'q': 1261, 'p_low': 84, 'p_high': 113, 'u_max': 424, 'order_type': 'sell', 'order_id': 'Trader781:1'}
{'q': 1497, 'p_low': 90, 'p_high': 118, 'u_max': 425, 'order_type': 'buy', 'order_id': 'Trader785:1'}
{'q': 1592, 'p_low': 90, 'p_high': 116, 'u_max': 458, 'order_type': 'sell', 'order_id': 'Trader789:1'}
{'q': 1998, 'p_low': 88, 'p_high': 111, 'u_max': 418, 'order_type': 'buy', 'order_id': 'Trader793:1'}
{'q': 1432, 'p_low': 92, 'p_high': 109, 'u_max': 430, 'order_type': 'buy', 'order_id': 'Trader797:1'}
{'q': 1951, 'p_low': 87, 'p_high': 109, 'u_max': 434, 'order_type': 'sell', 'order_id': 'Trader801:1'}
{'q': 1571, 'p_low': 88, 'p_high': 107, 'u_max': 462, 'order_type': 'sell', 'order_id': 'Trader805:1'}
{'q': 1444, 'p_low': 85, 'p_high': 101, 'u_max': 456, 'order_type': 'buy', 'order_id': 'Trader809:1'}
{'q': 1383, 'p_low': 98, 'p_high': 113, 'u_max': 429, 'order_type': 'sell', 'order_id': 'Trader813:1'}
{'q': 1386, 'p_low': 83, 'p_high': 119, 'u_max': 449, 'order_type': 'sell', 'order_id': 'Trader817:1'}
{'q': 1821, 'p_low': 92, 'p_high': 116, 'u_max': 492, 'order_type': 'buy', 'order_id': 'Trader821:1'}
{'q': 1373, 'p_low': 95, 'p_high': 111, 'u_max': 499, 'order_type': 'buy', 'order_id': 'Trader825:1'}
{'q': 1117, 'p_low': 98, 'p_high': 114, 'u_max': 437, 'order_type': 'sell', 'order_id': 'Trader829:1'}
{'q': 1693, 'p_low': 99, 'p_high': 116, 'u_max': 417, 'order_type': 'sell', 'order_id': 'Trader833:1'}
{'q': 1123, 'p_low': 80, 'p_high': 105, 'u_max': 495, 'order_type': 'sell', 'order_id': 'Trader837:1'}
{'q': 1590, 'p_low': 95, 'p_high': 114, 'u_max': 463, 'order_type': 'buy', 'order_id': 'Trader841:1'}
{'q': 1774, 'p_low': 87, 'p_high': 114, 'u_max': 410, 'order_type': 'buy', 'order_id': 'Trader845:1'}
{'q': 1231, 'p_low': 80, 'p_high': 118, 'u_max': 442, 'order_type': 'buy', 'order_id': 'Trader849:1'}
{'q': 1740, 'p_low': 83, 'p_high': 103, 'u_max': 404, 'order_type': 'buy', 'order_id': 'Trader853:1'}
{'q': 1763, 'p_low': 90, 'p_high': 101, 'u_max': 459, 'order_type': 'sell', 'order_id': 'Trader857:1'}
{'q': 1104, 'p_low': 97, 'p_high': 117, 'u_max': 419, 'order_type': 'buy', 'order_id': 'Trader861:1'}
{'q': 1272, 'p_low': 92, 'p_high': 111, 'u_max': 425, 'order_type': 'buy', 'order_id': 'Trader865:1'}
{'q': 1557, 'p_low': 95, 'p_high': 110, 'u_max': 498, 'order_type': 'sell', 'order_id': 'Trader869:1'}
{'q': 1819, 'p_low': 87, 'p_high': 112, 'u_max': 409, 'order_type': 'buy', 'order_id': 'Trader873:1'}
{'q': 1340, 'p_low': 83, 'p_high': 108, 'u_max': 436, 'order_type': 'buy', 'order_id': 'Trader877:1'}
{'q': 1914, 'p_low': 95, 'p_high': 117, 'u_max': 454, 'order_type': 'sell', 'order_id': 'Trader881:1'}
{'q': 1697, 'p_low': 93, 'p_high': 114, 'u_max': 426, 'order_type': 'sell', 'order_id': 'Trader885:1'}
{'q': 1768, 'p_low': 99, 'p_high': 115, 'u_max': 417, 'order_type': 'buy', 'order_id': 'Trader889:1'}
{'q': 1468, 'p_low': 88, 'p_high': 117, 'u_max': 434, 'order_type': 'buy', 'order_id': 'Trader893:1'}
{'q': 1731, 'p_low': 86, 'p_high': 110, 'u_max': 427, 'order_type': 'buy', 'order_id': 'Trader897:1'}
{'q': 1189, 'p_low': 89, 'p_high': 113, 'u_max': 421, 'order_type': 'buy', 'order_id': 'Trader901:1'}
{'q': 1883, 'p_low': 96, 'p_high': 109, 'u_max': 416, 'order_type': 'sell', 'order_id': 'Trader905:1'}
{'q': 1753, 'p_low': 88, 'p_high': 103, 'u_max': 443, 'order_type': 'buy', 'order_id': 'Trader909:1'}
{'q': 1085, 'p_low': 82, 'p_high': 109, 'u_max': 414, 'order_type': 'sell', 'order_id': 'Trader913:1'}
{'q': 1349, 'p_low': 83, 'p_high': 111, 'u_max': 411, 'order_type': 'sell', 'order_id': 'Trader917:1'}
{'q': 1950, 'p_low': 97, 'p_high': 120, 'u_max': 495, 'order_type': 'sell', 'order_id': 'Trader921:1'}
{'q': 1436, 'p_low': 81, 'p_high': 114, 'u_max': 461, 'order_type': 'sell', 'order_id': 'Trader925:1'}
{'q': 1861, 'p_low': 93, 'p_high': 119, 'u_max': 469, 'order_type': 'sell', 'order_id': 'Trader929:1'}
{'q': 1897, 'p_low': 80, 'p_high': 111, 'u_max': 462, 'order_type': 'buy', 'order_id': 'Trader933:1'}
{'q': 1747, 'p_low': 88, 'p_high': 110, 'u_max': 456, 'order_type': 'buy', 'order_id': 'Trader937:1'}
{'q': 1697, 'p_low': 95, 'p_high': 110, 'u_max': 426, 'order_type': 'buy', 'order_id': 'Trader941:1'}
{'q': 1979, 'p_low': 86, 'p_high': 115, 'u_max': 491, 'order_type': 'buy', 'order_id': 'Trader945:1'}
{'q': 1804, 'p_low': 90, 'p_high': 108, 'u_max': 422, 'order_type': 'buy', 'order_id': 'Trader949:1'}
{'q': 1637, 'p_low': 93, 'p_high': 105, 'u_max': 436, 'order_type': 'sell', 'order_id': 'Trader953:1'}
{'q': 1974, 'p_low': 94, 'p_high': 109, 'u_max': 495, 'order_type': 'sell', 'order_id': 'Trader957:1'}
{'q': 1839, 'p_low': 93, 'p_high': 114, 'u_max': 463, 'order_type': 'buy', 'order_id': 'Trader961:1'}
{'q': 1966, 'p_low': 96, 'p_high': 104, 'u_max': 495, 'order_type': 'buy', 'order_id': 'Trader965:1'}
{'q': 1871, 'p_low': 86, 'p_high': 109, 'u_max': 487, 'order_type': 'buy', 'order_id': 'Trader969:1'}
{'q': 1897, 'p_low': 91, 'p_high': 106, 'u_max': 490, 'order_type': 'sell', 'order_id': 'Trader973:1'}
{'q': 1298, 'p_low': 99, 'p_high': 117, 'u_max': 454, 'order_type': 'buy', 'order_id': 'Trader977:1'}
{'q': 1018, 'p_low': 87, 'p_high': 109, 'u_max': 424, 'order_type': 'buy', 'order_id': 'Trader981:1'}
{'q': 1117, 'p_low': 82, 'p_high': 115, 'u_max': 478, 'order_type': 'sell', 'order_id': 'Trader985:1'}
{'q': 1697, 'p_low': 84, 'p_high': 114, 'u_max': 411, 'order_type': 'sell', 'order_id': 'Trader989:1'}
{'q': 1348, 'p_low': 80, 'p_high': 116, 'u_max': 469, 'order_type': 'buy', 'order_id': 'Trader993:1'}
{'q': 1698, 'p_low': 94, 'p_high': 104, 'u_max': 424, 'order_type': 'sell', 'order_id': 'Trader997:1'}
{'q': 1260, 'p_low': 96, 'p_high': 107, 'u_max': 404, 'order_type': 'sell', 'order_id': 'Trader3:1'}
{'q': 1848, 'p_low': 95, 'p_high': 114, 'u_max': 496, 'order_type': 'buy', 'order_id': 'Trader11:1'}
{'q': 1593, 'p_low': 89, 'p_high': 104, 'u_max': 454, 'order_type': 'sell', 'order_id': 'Trader19:1'}
{'q': 1886, 'p_low': 92, 'p_high': 108, 'u_max': 418, 'order_type': 'buy', 'order_id': 'Trader27:1'}
{'q': 1004, 'p_low': 86, 'p_high': 103, 'u_max': 418, 'order_type': 'buy', 'order_id': 'Trader35:1'}
{'q': 1714, 'p_low': 84, 'p_high': 113, 'u_max': 459, 'order_type': 'buy', 'order_id': 'Trader43:1'}
{'q': 1118, 'p_low': 85, 'p_high': 101, 'u_max': 401, 'order_type': 'buy', 'order_id': 'Trader51:1'}
{'q': 1445, 'p_low': 80, 'p_high': 112, 'u_max': 402, 'order_type': 'buy', 'order_id': 'Trader59:1'}
{'q': 1239, 'p_low': 92, 'p_high': 114, 'u_max': 406, 'order_type': 'buy', 'order_id': 'Trader67:1'}
{'q': 1326, 'p_low': 87, 'p_high': 112, 'u_max': 415, 'order_type': 'buy', 'order_id': 'Trader75:1'}
{'q': 1242, 'p_low': 80, 'p_high': 110, 'u_max': 498, 'order_type': 'buy', 'order_id': 'Trader83:1'}
{'q': 1057, 'p_low': 85, 'p_high': 111, 'u_max': 414, 'order_type': 'sell', 'order_id': 'Trader91:1'}
{'q': 1086, 'p_low': 94, 'p_high': 117, 'u_max': 440, 'order_type': 'buy', 'order_id': 'Trader99:1'}
{'q': 1665, 'p_low': 81, 'p_high': 108, 'u_max': 409, 'order_type': 'sell', 'order_id': 'Trader107:1'}
{'q': 1123, 'p_low': 97, 'p_high': 115, 'u_max': 468, 'order_type': 'buy', 'order_id': 'Trader115:1'}
{'q': 1530, 'p_low': 91, 'p_high': 103, 'u_max': 413, 'order_type': 'sell', 'order_id': 'Trader123:1'}
{'q': 1940, 'p_low': 88, 'p_high': 104, 'u_max': 472, 'order_type': 'sell', 'order_id': 'Trader131:1'}
{'q': 1151, 'p_low': 93, 'p_high': 104, 'u_max': 405, 'order_type': 'buy', 'order_id': 'Trader139:1'}
{'q': 1997, 'p_low': 83, 'p_high': 118, 'u_max': 481, 'order_type': 'sell', 'order_id': 'Trader147:1'}
{'q': 1913, 'p_low': 97, 'p_high': 116, 'u_max': 416, 'order_type': 'sell', 'order_id': 'Trader155:1'}
{'q': 1803, 'p_low': 83, 'p_high': 104, 'u_max': 426, 'order_type': 'buy', 'order_id': 'Trader163:1'}
{'q': 1282, 'p_low': 85, 'p_high': 112, 'u_max': 460, 'order_type': 'sell', 'order_id': 'Trader171:1'}
{'q': 1988, 'p_low': 99, 'p_high': 107, 'u_max': 427, 'order_type': 'sell', 'order_id': 'Trader179:1'}
{'q': 1053, 'p_low': 94, 'p_high': 119, 'u_max': 469, 'order_type': 'sell', 'order_id': 'Trader187:1'}
{'q': 1984, 'p_low': 96, 'p_high': 117, 'u_max': 477, 'order_type': 'buy', 'order_id': 'Trader195:1'}
{'q': 1003, 'p_low': 88, 'p_high': 109, 'u_max': 491, 'order_type': 'sell', 'order_id': 'Trader203:1'}
{'q': 1241, 'p_low': 89, 'p_high': 116, 'u_max': 426, 'order_type': 'buy', 'order_id': 'Trader211:1'}
{'q': 1410, 'p_low': 92, 'p_high': 118, 'u_max': 426, 'order_type': 'sell', 'order_id': 'Trader219:1'}
{'q': 1117, 'p_low': 81, 'p_high': 103, 'u_max': 499, 'order_type': 'buy', 'order_id': 'Trader227:1'}
{'q': 1251, 'p_low': 98, 'p_high': 114, 'u_max': 427, 'order_type': 'buy', 'order_id': 'Trader235:1'}
{'q': 1281, 'p_low': 96, 'p_high': 113, 'u_max': 454, 'order_type': 'buy', 'order_id': 'Trader243:1'}
{'q': 1310, 'p_low': 87, 'p_high': 108, 'u_max': 449, 'order_type': 'sell', 'order_id': 'Trader251:1'}
{'q': 1352, 'p_low': 80, 'p_high': 118, 'u_max': 488, 'order_type': 'buy', 'order_id': 'Trader259:1'}
{'q': 1484, 'p_low': 91, 'p_high': 102, 'u_max': 499, 'order_type': 'buy', 'order_id': 'Trader267:1'}
{'q': 1972, 'p_low': 81, 'p_high': 112, 'u_max': 478, 'order_type': 'sell', 'order_id': 'Trader275:1'}
{'q': 1124, 'p_low': 88, 'p_high': 105, 'u_max': 472, 'order_type': 'buy', 'order_id': 'Trader283:1'}
{'q': 1055, 'p_low': 81, 'p_high': 113, 'u_max': 419, 'order_type': 'sell', 'order_id': 'Trader291:1'}
{'q': 1935, 'p_low': 83, 'p_high': 119, 'u_max': 428, 'order_type': 'sell', 'order_id': 'Trader299:1'}
{'q': 1630, 'p_low': 94, 'p_high': 102, 'u_max': 444, 'order_type': 'sell', 'order_id': 'Trader307:1'}
{'q': 1859, 'p_low': 81, 'p_high': 118, 'u_max': 456, 'order_type': 'sell', 'order_id': 'Trader315:1'}
{'q': 1134, 'p_low': 82, 'p_high': 110, 'u_max': 402, 'order_type': 'sell', 'order_id': 'Trader323:1'}
{'q': 1661, 'p_low': 96, 'p_high': 117, 'u_max': 444, 'order_type': 'sell', 'order_id': 'Trader331:1'}
{'q': 1115, 'p_low': 82, 'p_high': 104, 'u_max': 430, 'order_type': 'sell', 'order_id': 'Trader339:1'}
{'q': 1470, 'p_low': 83, 'p_high': 109, 'u_max': 495, 'order_type': 'sell', 'order_id': 'Trader347:1'}
{'q': 1412, 'p_low': 99, 'p_high': 106, 'u_max': 496, 'order_type': 'buy', 'order_id': 'Trader355:1'}
{'q': 1759, 'p_low': 96, 'p_high': 113, 'u_max': 491, 'order_type': 'buy', 'order_id': 'Trader363:1'}
{'q': 1801, 'p_low': 80, 'p_high': 115, 'u_max': 453, 'order_type': 'buy', 'order_id': 'Trader371:1'}
{'q': 1752, 'p_low': 96, 'p_high': 103, 'u_max': 411, 'order_type': 'buy', 'order_id': 'Trader379:1'}
{'q': 1442, 'p_low': 83, 'p_high': 113, 'u_max': 445, 'order_type': 'buy', 'order_id': 'Trader387:1'}
{'q': 1852, 'p_low': 96, 'p_high': 116, 'u_max': 464, 'order_type': 'sell', 'order_id': 'Trader395:1'}
{'q': 1795, 'p_low': 80, 'p_high': 115, 'u_max': 410, 'order_type': 'sell', 'order_id': 'Trader403:1'}
{'q': 1981, 'p_low': 98, 'p_high': 116, 'u_max': 418, 'order_type': 'sell', 'order_id': 'Trader411:1'}
{'q': 1242, 'p_low': 93, 'p_high': 118, 'u_max': 404, 'order_type': 'buy', 'order_id': 'Trader419:1'}
{'q': 1429, 'p_low': 85, 'p_high': 111, 'u_max': 437, 'order_type': 'sell', 'order_id': 'Trader427:1'}
{'q': 1151, 'p_low': 81, 'p_high': 110, 'u_max': 475, 'order_type': 'sell', 'order_id': 'Trader435:1'}
{'q': 1119, 'p_low': 93, 'p_high': 110, 'u_max': 415, 'order_type': 'sell', 'order_id': 'Trader443:1'}
{'q': 1967, 'p_low': 94, 'p_high': 113, 'u_max': 400, 'order_type': 'sell', 'order_id': 'Trader451:1'}
{'q': 1366, 'p_low': 82, 'p_high': 115, 'u_max': 446, 'order_type': 'buy', 'order_id': 'Trader459:1'}
{'q': 1023, 'p_low': 89, 'p_high': 115, 'u_max': 405, 'order_type': 'buy', 'order_id': 'Trader467:1'}
{'q': 1330, 'p_low': 91, 'p_high': 111, 'u_max': 431, 'order_type': 'buy', 'order_id': 'Trader475:1'}
{'q': 1123, 'p_low': 97, 'p_high': 111, 'u_max': 492, 'order_type': 'buy', 'order_id': 'Trader483:1'}
{'q': 1117, 'p_low': 87, 'p_high': 104, 'u_max': 480, 'order_type': 'buy', 'order_id': 'Trader491:1'}
{'q': 1578, 'p_low': 83, 'p_high': 102, 'u_max': 460, 'order_type': 'sell', 'order_id': 'Trader499:1'}
{'q': 1791, 'p_low': 86, 'p_high': 115, 'u_max': 495, 'order_type': 'buy', 'order_id': 'Trader507:1'}
{'q': 1943, 'p_low': 97, 'p_high': 120, 'u_max': 451, 'order_type': 'buy', 'order_id': 'Trader515:1'}
{'q': 1208, 'p_low': 84, 'p_high': 112, 'u_max': 482, 'order_type': 'sell', 'order_id': 'Trader523:1'}
{'q': 1215, 'p_low': 99, 'p_high': 119, 'u_max': 437, 'order_type': 'sell', 'order_id': 'Trader531:1'}
{'q': 1680, 'p_low': 80, 'p_high': 106, 'u_max': 435, 'order_type': 'sell', 'order_id': 'Trader539:1'}
{'q': 1163, 'p_low': 82, 'p_high': 102, 'u_max': 445, 'order_type': 'buy', 'order_id': 'Trader547:1'}
{'q': 1285, 'p_low': 90, 'p_high': 106, 'u_max': 433, 'order_type': 'sell', 'order_id': 'Trader555:1'}
{'q': 1131, 'p_low': 96, 'p_high': 116, 'u_max': 437, 'order_type': 'buy', 'order_id': 'Trader563:1'}
{'q': 1570, 'p_low': 99, 'p_high': 117, 'u_max': 459, 'order_type': 'sell', 'order_id': 'Trader571:1'}
{'q': 1175, 'p_low': 84, 'p_high': 115, 'u_max': 413, 'order_type': 'buy', 'order_id': 'Trader579:1'}
{'q': 1942, 'p_low': 90, 'p_high': 116, 'u_max': 443, 'order_type': 'sell', 'order_id': 'Trader587:1'}
{'q': 1179, 'p_low': 86, 'p_high': 105, 'u_max': 492, 'order_type': 'buy', 'order_id': 'Trader595:1'}
{'q': 1322, 'p_low': 88, 'p_high': 115, 'u_max': 425, 'order_type': 'buy', 'order_id': 'Trader603:1'}
{'q': 1419, 'p_low': 89, 'p_high': 110, 'u_max': 427, 'order_type': 'buy', 'order_id': 'Trader611:1'}
{'q': 1776, 'p_low': 91, 'p_high': 114, 'u_max': 409, 'order_type': 'sell', 'order_id': 'Trader619:1'}
{'q': 1807, 'p_low': 81, 'p_high': 104, 'u_max': 496, 'order_type': 'sell', 'order_id': 'Trader627:1'}
{'q': 1736, 'p_low': 97, 'p_high': 106, 'u_max': 445, 'order_type': 'buy', 'order_id': 'Trader635:1'}
{'q': 1534, 'p_low': 91, 'p_high': 114, 'u_max': 405, 'order_type': 'sell', 'order_id': 'Trader643:1'}
{'q': 1807, 'p_low': 90, 'p_high': 105, 'u_max': 470, 'order_type': 'sell', 'order_id': 'Trader651:1'}
{'q': 1470, 'p_low': 89, 'p_high': 110, 'u_max': 468, 'order_type': 'sell', 'order_id': 'Trader659:1'}
{'q': 1414, 'p_low': 92, 'p_high': 116, 'u_max': 415, 'order_type': 'buy', 'order_id': 'Trader667:1'}
{'q': 1864, 'p_low': 97, 'p_high': 108, 'u_max': 499, 'order_type': 'sell', 'order_id': 'Trader675:1'}
{'q': 1046, 'p_low': 96, 'p_high': 101, 'u_max': 460, 'order_type': 'buy', 'order_id': 'Trader683:1'}
{'q': 1639, 'p_low': 82, 'p_high': 104, 'u_max': 405, 'order_type': 'sell', 'order_id': 'Trader691:1'}
{'q': 1958, 'p_low': 82, 'p_high': 110, 'u_max': 491, 'order_type': 'sell', 'order_id': 'Trader699:1'}
{'q': 1300, 'p_low': 86, 'p_high': 118, 'u_max': 404, 'order_type': 'sell', 'order_id': 'Trader707:1'}
{'q': 1818, 'p_low': 97, 'p_high': 114, 'u_max': 415, 'order_type': 'sell', 'order_id': 'Trader715:1'}
{'q': 1536, 'p_low': 87, 'p_high': 115, 'u_max': 466, 'order_type': 'sell', 'order_id': 'Trader723:1'}
{'q': 1337, 'p_low': 93, 'p_high': 102, 'u_max': 436, 'order_type': 'sell', 'order_id': 'Trader731:1'}
{'q': 1419, 'p_low': 89, 'p_high': 108, 'u_max': 476, 'order_type': 'sell', 'order_id': 'Trader739:1'}
{'q': 1793, 'p_low': 86, 'p_high': 110, 'u_max': 457, 'order_type': 'buy', 'order_id': 'Trader747:1'}
{'q': 1058, 'p_low': 99, 'p_high': 112, 'u_max': 406, 'order_type': 'sell', 'order_id': 'Trader755:1'}
{'q': 1364, 'p_low': 96, 'p_high': 106, 'u_max': 440, 'order_type': 'buy', 'order_id': 'Trader763:1'}
{'q': 1528, 'p_low': 88, 'p_high': 115, 'u_max': 458, 'order_type': 'buy', 'order_id': 'Trader771:1'}
{'q': 1270, 'p_low': 84, 'p_high': 102, 'u_max': 443, 'order_type': 'buy', 'order_id': 'Trader779:1'}
{'q': 1956, 'p_low': 90, 'p_high': 114, 'u_max': 470, 'order_type': 'buy', 'order_id': 'Trader787:1'}
{'q': 1714, 'p_low': 84, 'p_high': 105, 'u_max': 429, 'order_type': 'sell', 'order_id': 'Trader795:1'}
{'q': 1440, 'p_low': 81, 'p_high': 107, 'u_max': 412, 'order_type': 'sell', 'order_id': 'Trader803:1'}
{'q': 1205, 'p_low': 91, 'p_high': 118, 'u_max': 476, 'order_type': 'buy', 'order_id': 'Trader811:1'}
{'q': 1057, 'p_low': 80, 'p_high': 101, 'u_max': 417, 'order_type': 'sell', 'order_id': 'Trader819:1'}
{'q': 1390, 'p_low': 80, 'p_high': 114, 'u_max': 491, 'order_type': 'sell', 'order_id': 'Trader827:1'}
{'q': 1620, 'p_low': 85, 'p_high': 120, 'u_max': 455, 'order_type': 'sell', 'order_id': 'Trader835:1'}
{'q': 1602, 'p_low': 80, 'p_high': 104, 'u_max': 484, 'order_type': 'buy', 'order_id': 'Trader843:1'}
{'q': 1061, 'p_low': 97, 'p_high': 108, 'u_max': 406, 'order_type': 'sell', 'order_id': 'Trader851:1'}
{'q': 1502, 'p_low': 91, 'p_high': 110, 'u_max': 493, 'order_type': 'sell', 'order_id': 'Trader859:1'}
{'q': 1370, 'p_low': 89, 'p_high': 111, 'u_max': 402, 'order_type': 'sell', 'order_id': 'Trader867:1'}
{'q': 1767, 'p_low': 89, 'p_high': 118, 'u_max': 450, 'order_type': 'sell', 'order_id': 'Trader875:1'}
{'q': 1210, 'p_low': 99, 'p_high': 115, 'u_max': 445, 'order_type': 'sell', 'order_id': 'Trader883:1'}
{'q': 1557, 'p_low': 97, 'p_high': 119, 'u_max': 402, 'order_type': 'sell', 'order_id': 'Trader891:1'}
{'q': 1130, 'p_low': 83, 'p_high': 116, 'u_max': 483, 'order_type': 'buy', 'order_id': 'Trader899:1'}
{'q': 1241, 'p_low': 93, 'p_high': 120, 'u_max': 485, 'order_type': 'sell', 'order_id': 'Trader907:1'}
{'q': 1861, 'p_low': 82, 'p_high': 116, 'u_max': 450, 'order_type': 'buy', 'order_id': 'Trader915:1'}
{'q': 1294, 'p_low': 91, 'p_high': 120, 'u_max': 443, 'order_type': 'sell', 'order_id': 'Trader923:1'}
{'q': 1519, 'p_low': 89, 'p_high': 117, 'u_max': 460, 'order_type': 'buy', 'order_id': 'Trader931:1'}
{'q': 1851, 'p_low': 96, 'p_high': 116, 'u_max': 468, 'order_type': 'buy', 'order_id': 'Trader939:1'}
{'q': 1090, 'p_low': 93, 'p_high': 108, 'u_max': 475, 'order_type': 'sell', 'order_id': 'Trader947:1'}
{'q': 1893, 'p_low': 99, 'p_high': 110, 'u_max': 424, 'order_type': 'sell', 'order_id': 'Trader955:1'}
{'q': 1925, 'p_low': 97, 'p_high': 116, 'u_max': 463, 'order_type': 'sell', 'order_id': 'Trader963:1'}
{'q': 1529, 'p_low': 81, 'p_high': 118, 'u_max': 408, 'order_type': 'buy', 'order_id': 'Trader971:1'}
{'q': 1289, 'p_low': 98, 'p_high': 109, 'u_max': 449, 'order_type': 'buy', 'order_id': 'Trader979:1'}
{'q': 1801, 'p_low': 93, 'p_high': 102, 'u_max': 400, 'order_type': 'buy', 'order_id': 'Trader987:1'}
{'q': 1219, 'p_low': 88, 'p_high': 119, 'u_max': 467, 'order_type': 'sell', 'order_id': 'Trader995:1'}
{'q': 1135, 'p_low': 84, 'p_high': 120, 'u_max': 493, 'order_type': 'sell', 'order_id': 'Trader7:1'}
{'q': 1521, 'p_low': 86, 'p_high': 119, 'u_max': 402, 'order_type': 'buy', 'order_id': 'Trader23:1'}
{'q': 1234, 'p_low': 94, 'p_high': 116, 'u_max': 453, 'order_type': 'sell', 'order_id': 'Trader39:1'}
{'q': 1810, 'p_low': 94, 'p_high': 118, 'u_max': 479, 'order_type': 'sell', 'order_id': 'Trader55:1'}
